Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
Mineral Water Spray,Fanishayurim,"Combination, 25 - 29",Fanishayurim recommends this product!,18 Apr 2020,Aku suka produk ini karna cukup menghidrasi kulit wajah dan membantu banget calming my skin ketika sensitif dan juga menyegarkan. Biasanya aku pakai before makeup supaya kulit lebih lembab dan after makeup supaya ngga cakey deh.,5
Mineral Water Spray,windysaskia,"Combination, 25 - 29",windysaskia recommends this product!,10 May 2020,"Dulu waktu sempet tinggal di jakarta seneng banget beli ini karena sering diskon di guardian deket kantor. Tapi setelah pindah kota udah ga pernah beli lagi sih. Pas dipake enak banget di muka, partikel air dari spraynya juga halus jadinya ga basah belepotan.",5
Mineral Water Spray,ireneflorencia,"Normal, 19 - 24",ireneflorencia recommends this product!,03 Jul 2020,"Aku pake ini udah lebih dari 1 tahun dan menurut aku awet banget sih. Pemakaian 1 botol besarnya bisa aku pake buat 10bulan gitu. Jujur aku suka banget sih sama produk ini, soalnya dia bikin muka aku lembab dan kalo dipake diruangan berAC tuh berasa fresh banget 🥰 aku ... Read more",5
White Expert Replenishing Night Cream,hanifaim,"Normal, 19 - 24",hanifaim recommends this product!,25 Jun 2020,"Krim ini malam ini ngebantu buat mencerahkan, menyamankan dan menyejukkan kulit, membantu menyamaratakan warna kulit, dan juga memberikan kelembaban sepanjang malam karena dengan kandung Bio Hialuroniknya, enakk sih dipakeeeee💛✨",5
White Expert Replenishing Night Cream,faunitarhn,"Combination, 18 and Under",faunitarhn recommends this product!,10 Jun 2020,jujur sih teksturnya aku suka banget jadi bikin cepet nyerep ke kulit. make ini juga bikin kulit aku cerahan di tambah lagi pakai dengan rangkaian day dan night cream. ga bikin breakout tapi gatau kenapa pas awal2 pemakaian dia agak gatel gitu di kulit dan beberapa spot ... Read more,4
White Expert Replenishing Night Cream,claradonadeii,"Combination, 19 - 24",claradonadeii doesn't recommend this product!,27 May 2020,aku coba iseng karena pada saat itu safi lagi booming bgt. pemakaian 3 minggu kulitku jadi lebih kasar dan kusam. aku pake ini dibarengin sama facial foam dan cream malam safi juga. niatnya biar hasilnya lebih keliatan maksimal. tapi sayangnya aku ga cocok sama produk s ... Read more,2
White Expert Replenishing Night Cream,Ziaaa14,"Combination, 19 - 24",Ziaaa14 doesn't recommend this product!,08 Sep 2020,"Aku lagi nyoba semua rangkaian safi ini, krim malamnya ini teksturnya aku sukaa gel gtu dan menurut aku wanginya lumayan enak tp entah kenapa dia ga langsung menyerap (?) dan jdnya agak lengket dimuka. Untuk efeknya di aku dia cuma melembabkan ajaa sama selama pemakaian ... Read more",3
White Expert Replenishing Night Cream,Fitrirahmah09,19 - 24,Fitrirahmah09 recommends this product!,31 Aug 2020,"Aku suka banget sama krim mlamnya si safi ini ntah kenapa 😍 wanginya menurut ku malah buat rilex gt. Dipake dingin dan gak lengket, mudah banget ngeresapnya. Dan sukanya, tiap bangun pagi wajah jd glowing dan mulus. Ngempesin jerawat dan ngecilin pori2ku 😍 aku makenya ... Read more",5
White Expert Replenishing Night Cream,Haidaeka,18 and Under,Haidaeka doesn't recommend this product!,15 Aug 2020,Awalny liat youtube pada bagus2 hasilnya. Akhirnya gw coba. Setelah coba baru pakai sekali pagi ini. sore nya muka gw merah dan nimbul jerawat deh:( syg bgt mahal2. Gw preloved deh baru di pakai sekali doang asli. Minat WA ya 081806690010,3
White Expert Replenishing Night Cream,AnggiSayangi,"Dry, 19 - 24",AnggiSayangi recommends this product!,4 days ago,"Baguss banget buat hilangin bekas jerawat atau item item dimuka(bekas luka) tapi terlalu basah si menurut aku yg aku kulitnya kering aja pake ini bisa jd berminyakan gitu bangun2 nya,mnrt ku wangi nya terlalu nyengat. harga lumayan mahal tp gampang di temui dimana2,pke ... Read more",4
White Expert Replenishing Night Cream,rizky58,"Dry, 19 - 24",rizky58 recommends this product!,01 Jun 2020,"aku pakek ink udah lama banget sampek mau habiss :( tapi tetep yaa enggak ada efek untuk memutihkan wajahh, hanya saja wajah keliatan bersih dan sehat.. kalau teksturnya enak banget lembuttt kayak pakek serum gitu, baunya jugaa harumm pass gak keterlaluan ..",3
White Expert Replenishing Night Cream,salmaabll,"Oily, 18 and Under",salmaabll doesn't recommend this product!,31 Jul 2020,lebih suka night cream nya dari pada day creamnya soalnya teksturnya gel pas udah di pake ke muka jadi lembab banget terus bangun bangun muka jadi lembab ga bikin minyak terus jadi glowing gitu tapi menurut aku di efek mencerahkannya kurang walaupun ada niacinamide nya ... Read more,4
White Expert Replenishing Night Cream,Biyasri,25 - 29,Biyasri doesn't recommend this product!,31 Jul 2020,First time coba... Facial wash yg bentuk pump itu sm night creamnya. Pas pake night creamnya kok agak panas dan perih dikit y dimuka aku... Jd worry sih sebetulnya.. Jd g nyaman. Trasa berat aja gt di wjah gw. Semoga deh g nimbulin masalah yg aneh2 diwajahq 😞,3
Aloe Vera 92% Soothing Gel Mist,fitraelvira,19 - 24,fitraelvira recommends this product!,06 Apr 2020,"face mist ini bikin muka jadi kenyel trs dingin gitu apalagi kalo dipakai pas siang2 tapi sekarang udh ga aku pake lagi krn lagi make face mist yg lainn, mungkin yg minat ini 30rb aja bener2 cuman pake secuil, bisa chat aku di line elvirafitraa",4
Aloe Vera 92% Soothing Gel Mist,Kikin337,"Combination, 19 - 24",Kikin337 doesn't recommend this product!,15 Dec 2019,"Aku gak cocok pake ini bikin bruntusan, bikin seger sih. Tapi di pakai agak lengket gitu menurutku. Dan bikin make up pecah pecah. Mungkin aku rekomend buat yg wajahnya kering ya. Kalo yg oily aku kurang saranin. Karena bisa bikin bruntusan (tergantung kulit masing2)☺️",3
Aloe Vera 92% Soothing Gel Mist,InaPrastaya,"Oily, 19 - 24",InaPrastaya recommends this product!,04 Mar 2020,Syukak pake ini. Bener-bener bikin wajah jadi lembab dan nyegerin. Biasanya aku pakai pas habis cuci muka trus di semprotin ke wajah. Kadang-kadang juga aku semprotin ke rambut haha. Aromanya enak-enak seger,4
Aloe Vera 92% Soothing Gel Mist,chintyachristina,"Oily, 25 - 29",chintyachristina recommends this product!,a day ago,"Face mist ini aku pakai di malam hari setelah hydrating toner dan serum. Wajah terasa lembab, glowing dan fresh. Wanginya aku suka dan tidak menyengat. Untuk semprotan nya sangat bagus dan menyebar. Cocok di wajah dan tidak bikin break out.",5
Aloe Vera 92% Soothing Gel Mist,thafizha,"Normal, 18 and Under",thafizha doesn't recommend this product!,08 May 2020,"intinya gacocok bgt sama produk ini🤦‍♀️ sebenernya pas dipake enak bgt sih rasanya apalagi kalo dipake abis cuci muka, langsung bikin muka jadi lembab dan ga lengket juga. tapii emang udh gajodoh aja, besoknya lgsg muncul jerawat sama beruntusan:( mungkin karena dia ad ... Read more",2
Aloe Vera 92% Soothing Gel Mist,Auliaaushaf,"Oily, 18 and Under",Auliaaushaf recommends this product!,10 Jun 2020,"Masih jadi salah satu face mist kecintaan aku sejauh ini hehe, dia spray nya alus bangett & untuk hasilnya dia bagus bgt sih, melembabkan & bikin muka jd glowing yg healthy look gituuu😍, untuk wanginya sih sama kayak soothing gel nya. Nah ini jg bisa jadi pengganti kal ... Read more",5
Aloe Vera 92% Soothing Gel Mist,Chunzhix,"Oily, 19 - 24",Chunzhix doesn't recommend this product!,01 Apr 2020,"Menurut aku ini biasa aja sih, nyegerin biasa aja dan wangi nya itu kayak aloe vera gel nya sama persis. tapi ini kandungannya ada alkohol dan fragance nyaa. jd buat yg sensitif ya pikir-pikir lagi ya :)",3
Aloe Vera 92% Soothing Gel Mist,Elynkecikk,"Combination, 25 - 29",Elynkecikk doesn't recommend this product!,03 Jul 2020,"Aku ga tau kenapa tiap habis semprotin ini ke muka malah jadi muncul jerawat gede gitu. awalnya aku kira krn keseringan semprot, tapi waktu aku coba lagi, aku semprot sekali trus besokannya muncul jerawat lagi :( Akhirnya ga habis2, jadi aku alih fungsiin buat semprot2 ... Read more",1
Aloe Vera 92% Soothing Gel Mist,anniesr,"Dry, 19 - 24",anniesr recommends this product!,17 Dec 2019,"Iseng-iseng lagi coba menjelajah dunia face mist. Aku tertarik buat coba ini karena isinya juga lumayan banyak. Untuk spraynya, lumayan agak kasar basah gitu pas disemprot. Seger dan enak juga, bau aloe veranya kecium, Tapi entah kenapa ini sepertinya baunya kenceng ban ... Read more",4
Aloe Vera 92% Soothing Gel Mist,Ianmirantiprabayu,"Dry, 25 - 29",Ianmirantiprabayu recommends this product!,05 Jan 2020,"Ini enak banget sih gampang dipake tinggal semprot aja, ini penyelamat dikala males skincarean yg berlapis-lapis tinggal semprot aja menurutku ini lebih cepat meresap daripada aloevera gel tapi sayangnya kurang melembabkan di kulitku",4
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,Ekadewiroseta,"Combination, 19 - 24",Ekadewiroseta doesn't recommend this product!,31 Dec 2019,"Dulu waktu pertamakali aku pakai produk ini jujur aja karena termakan iklan. Tapi ternyata creamnya gak cocok dimukaku, tiba-tiba setelah pakai cream ini timbullah itu jerawat dan creamnya gak mudah nyerap banget malah semakin berminyak kulitku dan juga ada sensasi peri ... Read more",1
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,ayunurfatiah,"Normal, 19 - 24",ayunurfatiah recommends this product!,04 Feb 2020,Rutin banget aku pakai skin care garnie setiap harinha. Kalau ga pake bikin wajah keliagan lebih kusam. Cocok banget dehh pakai ini pokoknya. Dari awal emang coba produk ini dan cocok sampai saat ini. Tinggal disesuain dehh sama jenis kulit kalian girlss,5
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,Indahh_mayangsari,"Combination, 19 - 24",Indahh_mayangsari doesn't recommend this product!,18 May 2020,Emang bikin lebih cerah si tapi lama lama bikin beruntusan makin banyak. Kurang cocok kalo diaku. Pas dipake kaya agak lengket gitu dan putih banget di kulit aku yang sawo matang. Mungkin kalo yg kulitnya lebih putih gk akan keputihan,3
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,faru,"Combination, 25 - 29",faru doesn't recommend this product!,04 Jun 2020,"Kulitku yang sensitif menolak untuk pakai ini :"") pas di pake ada rasa panas gitu di muka terus setelah didiamkan beberapa lama jadi oily banget sampe bikin aku jerawatan, jadi aku lebih memilih untuk stop penggunaannya sih :(",2
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,Citra_,"Normal, 18 and Under",Citra_ recommends this product!,21 Aug 2020,"pas pertama kali pake sih itu dia ada white cast nya gitu trus kan coba buat di tap2 eh malah smua produknya nempel di tangan tapi pas cobain hari2 berikutnya bagus2 aj sih tapi sih kalo di aku pas kita mau naroin produknya di muka itu harus skali ratain gitu, nah pas u ... Read more",4
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,Maulaafni,"Combination, 19 - 24",Maulaafni recommends this product!,18 Dec 2019,ini produknya sangat sangat affordable dan gampang ditemuin. enak dipakenya bikin muka lembab sekaligus tone up juga. hasilnya ga begitu instant tapi yang penting telaten baru dehh keliatan hasilnya. baguss pokoknya!!!,4
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,Nisalvr,,Nisalvr doesn't recommend this product!,27 May 2020,gatau sih kenapa wajah aku susah banget cocok sama yang isi kandungannya ada vitamim C pake ini awalmya fine aja terus lama kelamaan malah muncul bruntusan tapi kadang kadang doang kan aku jadi bingung sebenarnya cocok apa gak 😩😩,2
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,danistyarizka,"Normal, 18 and Under",danistyarizka recommends this product!,25 May 2020,"awal pertama makai, beberapa hari gitu langsung kelihatan jadi glowing dan cerah bener2 sebagus itu dikulit aku dan cocok. wanginya juga enak banget. mungkin akan lebih bagus kalau dipakai serangkaian. paginya keliatan bgt deh hasilnya",4
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,liaaasof,19 - 24,liaaasof recommends this product!,30 Jun 2020,"[preloved] ini pertama kali pake day creamnya. awalnya mencerahkan gitu emang, naikin skin tone. pemakaian selama kurang lebih 2 minggu gaada masalah apa apa. masuk minggu ketiga, malah muncul bruntusan gitu. tp herannya sleeping masknya malah ngaruh bgt, gaada masalah ... Read more",4
Light Complete White Speed Multi-Action Whitening Serum Cream Night Restore,herlinaristy,"Oily, 25 - 29",herlinaristy recommends this product!,11 Jun 2020,"Sebenernya pakai ini udah lebih dari setahun, dan fine fine aja.pakai sm day cream nya juga. dan keduanya cocok aja dikulitku.tapi entah knp aku mulai gak cocok sm produk yg ada vitamin C nya. tapi sekian lama pakai, untuk di kulit oily sepertiku, pas bangun pagi bikin ... Read more",4
C-defense Face Mist,Jung_ahh,"Oily, 19 - 24",Jung_ahh recommends this product!,07 Sep 2020,"Pertama kali pakai produk ini suka banget. Aromanya enak banget. Pas disemprot ke wajah segar banget. Awalnya coba-coba makainya, tapi keterusan. Pokoknya recommended deh. Untuk jenis kulit yang berjerawat seperti saya sangat aman. Kemasannya menurut saya sangat elegan. ... Read more",5
C-defense Face Mist,mistaraaaa,"Combination, 25 - 29",mistaraaaa recommends this product!,28 Jul 2020,Aku cocok. Sangat membantu aku banget untuk membuat makeup aku lebih nempel di wajah aku. Tidak buat aku berjerawat tentunya. Teksturnya cair berwarna bening. Sangat ringan. Wanginya seperti aroma citrus yang kuat dan menyegarkan. Sayangnya aku kurang suka spray yang ke ... Read more,3
C-defense Face Mist,tasyaherlita24_,"Dry, 19 - 24",tasyaherlita24_ recommends this product!,30 Jun 2020,"Suka banget sama harumnya jeruk seger gitu, bener bener seger banget berasa adem gitu. Packaging nya lucu warna kuning dan terlihat mewah. Untuk harga tergolong murah menurutku, dulu dapet harga ga sampe 50ribu pas beli. Baru nyoba pertama ini karna tertarik sama packag ... Read more",4
C-defense Face Mist,Claracels,"Dry, 19 - 24",Claracels recommends this product!,25 Jul 2020,"awalnya dikasi temen yg size kecil, agak maju mundur mau pake soalnya perna pas mau pake malah bruntusan akhirnya nyoba lg grgr mubazir, ngerasa muka agak lembab, trus wangi jg, lalu waktu pake ad bruntusan di jidat pada hilang"" make ini",4
C-defense Face Mist,amaliaarumsari,"Combination, 25 - 29",amaliaarumsari recommends this product!,03 Sep 2020,"face mist aku jaman baheula nih hehehe. awal pakai biasa aja, tapi lama2 kok jadi perih cekit2 kalau pakai ini. wanginya seger banget. efeknya aku ga terlalu paham sih tapi jadi seger aja kalau habis pakai ini. gabeli lagi karena perihnya itu. menurutku ga recomended bu ... Read more",4
C-defense Face Mist,anggiwidantika,"Normal, 25 - 29",anggiwidantika recommends this product!,08 Jul 2020,"sejuk banget, bikin muka fresh dan glowing. cepet banget nyerepnya. dan bau nya fresh ga nyengat sama sekalii. ada kandungan vitamin c & natural moisturaizing faktor yg bikin wajah sehat dan membantu menjaga kelembaban dan elastisitas kulit🤩",4
C-defense Face Mist,auliaasaf,"Combination, 19 - 24",auliaasaf recommends this product!,20 Feb 2020,"Packagingnya kuning plastik dan travel friendly, nodzlenya lancar, mist nya menyebar dan cukup nyaman. Suka bgt aroma orange nya fresh kaya suplemen vitamin c. Tekstur nya walaupun air-y tapi cukup menghidrasi buat mempersiapkan ke tahap skincare selanjutnya. Setelah ak ... Read more",5
C-defense Face Mist,symastna,"Normal, 18 and Under",symastna recommends this product!,21 Mar 2020,"Lumayan bikin adem dan lembab dimuka tapi gak sebagus evian menurutku, dia agak lengket juga dan wanginya lumayan sih. Gabisa dipake buat setting spray kalo ini, soalnya dia lengket gitu dan lebih cocok dipake sebelum make up daripada dipake setelah make up buat nge set ... Read more",4
C-defense Face Mist,Aksaradayanti,"Combination, 25 - 29",Aksaradayanti recommends this product!,18 Aug 2020,"Face mist ini bikin kulit muka seger banget, wanginya enak dan nggak gitu strong. Bagus banget kalo dipakai sebelum makeup, kalo setelah makeup muka jadi keliatan basah dan makeup non waterproof agak beleber. Dulu sempet susah banget dicari, sekarang semoga gak ilang la ... Read more",4
